"Class"	"Sex"	"Age"	"Survived"	"Age_Num"
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"3rd"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
"Crew"	"Male"	"Adult"	0	-99
